FIPS,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,Teen Birth Rate,% Uninsured,% With Annual Mammogram,% Vaccinated,% Children in Poverty,80th Percentile Income,20th Percentile Income,% Children in Single-Parent Households,Violent Crime Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
20121,14.223604925,3.413943801,4.0284718678,6.3881076738,17.590439945,32.7,8.5,27.8,22.031096945,6,19.030474476,6.9626639758,46,42,8.7,129093,32160,15.043382623,204.12235063,7.3,12.72513704,82.641030292,50.7
20123,15.858251689,3.7405307963,4.2483264205,6.5454545455,19.714776922,29.6,7.8,25,19.927503349,1,25.356576862,9.4600526778,42,55,16.9,82396,22417,17.98980335,187.8736123,6.2,11.559633028,84.647619048,7.9
20125,19.544241516,4.2660207195,4.5373876151,7.5884713608,23.756789255,39.4,6.9,31.4,15.077397274,6,32.950505879,11.861394936,36,38,20.7,86741,19367,19.683404697,574.6295627,8.7,13.986784141,79.438014224,16.5
20127,16.781873687,3.7384463364,4.5179053824,6.1274509804,20.789437146,33.8,7.9,25.6,20.17926992,1,16.682113068,11.640851888,51,50,14.4,102949,24853,23.1281198,106.53409091,6.9,9.0322580645,80.922038981,33.8
20129,18.317164783,3.8216892807,4.2204234622,7.5697211155,19.628616678,34,8,31.5,19.182382448,0,39.402173913,13.384321224,25,46,17,95607,23898,25.953079179,411.8616145,5.5,6.7264573991,80.411449016,18.2
20131,15.214023167,3.5240609191,4.3027589989,4.8086359176,19.414500488,33.8,8.2,28.8,20.592519511,4,20.976027397,7.6074835832,47,38,10.7,109526,26750,10.09310987,117.95350666,7.3,8.4848484848,78.319679939,14.7
20133,18.743633118,4.2414967459,4.8197721146,7.0402298851,21.34657446,37.5,7.5,30.7,17.836277971,2,32.148457919,9.6623040879,41,44,22.9,79692,18678,27.514421871,277.26432532,7.5,14.72392638,77.655832278,13.4
20135,17.61392697,3.8987815874,4.4027330117,6.8493150685,20.317876436,34.1,7.9,24,18.748233877,1,26.272577997,13.990384615,42,37,12.5,103250,24148,12.641815235,165.70008285,5.1,8.679245283,75.219941349,15.5
20137,17.533001408,3.8893019277,4.2956423733,8.1424936387,21.275299944,29.9,7.5,28.4,19.802988211,3,29.347826087,11.241610738,51,40,15.1,94236,21597,7.6631977294,89.968511021,5.1,4.7244094488,80.86844368,11.9
20139,17.658446364,3.9235471432,4.410114202,6.6151202749,21.48346698,42.4,7.7,30.1,18.907823377,4,22.675736961,9.3068995358,52,55,18.1,94648,24468,18.569500675,144.11153563,7.3,12.641937926,81.116652812,54.1
20141,15.943547689,3.7395377485,4.3630621903,6.0126582278,19.826065796,33.7,7.4,30.5,19.796594074,1,27.480916031,13.284275755,41,44,21.8,100941,18089,15.384615385,134.26423201,5.6,9.6209912536,77.611940299,14.1
20143,15.765918282,3.6680279814,4.2369791869,5.8375634518,19.427701504,34.7,8,32.6,19.754196428,3,11.119936458,8.9692982456,53,42,13.2,99805,28815,19.565217391,58.577405858,6.7,10.266940452,79.9439972,35.5
20145,18.419133473,3.8774912306,4.4628986677,8.533916849,21.084280583,40.5,7.9,30.2,19.231791316,2,30.784508441,8.2549388523,28,39,18.1,87906,26320,20.512820513,276.46416879,5.8,7.722007722,85.321441843,10.5
20147,16.766789645,3.7517099926,4.3011563863,8.7167070218,20.433467929,36.1,7.6,31.9,19.679605224,0,14.365522745,11.18863693,46,39,15.9,89742,23888,11.204013378,137.86764706,5.5,6.6666666667,84.465261514,15.2
20149,14.059354961,3.2964756471,4.1688312493,5.065294816,17.528582259,35.5,8.8,25.9,19.132691724,2,12.905476107,7.498312277,48,39,8.8,115500,29211,10.867709815,230.36017998,7.3,10.752056404,77.796400847,29
20151,15.595637971,3.7569299176,4.2336047466,6.4252336449,19.764591604,31.8,8.1,25.7,18.839935707,1,29.117379436,9.7540641934,51,36,15,97306,27088,22.393020357,193.98642095,6.3,13.502673797,81.791907514,11.6
20153,15.536729939,3.5947418165,4.2269356181,7.2463768116,18.810387089,21.2,7.7,21.9,19.658924078,3,24.719101124,13.333333333,42,33,20,100333,21233,12.475633528,215.43282413,5,6.4102564103,67.127746135,17.6
20155,18.500724286,4.1979669996,4.5322074044,7.2765072765,20.912585706,34.5,7.6,26.2,16.704636389,10,25.987078248,10.636906394,53,26,16.9,93538,22656,15.722518977,354.98032686,7.2,13.631820907,82.320537098,17.3
20157,14.895246773,3.6618651383,4.2333674107,7.8947368421,19.044280487,35,7.7,30.7,20.582208372,0,13.126491647,9.6004770423,42,44,17.9,83243,21952,16.981132075,169.38386619,6.6,8.6767895879,84.149599288,24
20159,17.86590529,3.9382964638,4.4910620557,6.4276885043,20.089413503,38.5,7.6,26.6,18.55926466,2,21.947326417,10.792580101,46,21,15.8,97250,21506,12.347354138,95.923261391,6.4,12.086513995,81.162238064,24.7
20161,16.096369518,3.643662696,4.101422884,6.4938978454,17.369053277,25.9,6.5,15.8,17.032406701,5,11.176351488,8.2083362135,50,61,13.3,105805,20988,24.119832041,259.15085342,7.3,20.648304291,72.509361509,12.1
20163,16.068683298,3.7390375828,4.2956839267,6.3106796117,19.975202698,34.8,8.2,25.4,19.556252804,0,18.482490272,10.745727602,54,47,14,87375,24660,22.849462366,77.34699797,5.3,6.5268065268,81.44963145,16.1
20165,16.928594455,3.7946332253,4.4201261857,8.5308056872,20.28633941,33.3,7.9,34,18.567117886,3,nan,10.077854671,41,39,17.2,86188,21318,12.878787879,144.39274828,5.5,8.041958042,79.359430605,25.6
20167,15.305513188,3.567387111,4.3587362135,5.2064631957,20.161920849,33.3,7.8,28.8,19.709349386,5,24.740622506,11.283143023,42,29,20.1,89667,21729,14.09813407,366.01119564,5.7,7.1202531646,87.656352864,21.5
20169,15.927411394,3.5584106369,4.04853397,7.1529888551,19.351631091,34.8,7.8,28.9,18.679281531,7,29.304649784,9.6292222375,57,52,16.9,99830,24472,22.802068641,396.81468484,7,12.805561785,82.541724873,8.8
20171,16.39180406,3.6088323286,4.1596352986,8.6474501109,18.662408891,36.5,9.1,28.8,18.073065137,1,26.666666667,11.719549642,42,33,11.3,112409,28943,4.7945205479,320,5.4,8.7885985748,78.764634639,15
20173,17.701504013,4.0683310586,4.2226001905,7.9225210759,18.733964611,32.8,7.3,24.7,16.350930063,49,30.429291845,11.522811758,42,54,16.5,109977,24484,27.647351518,724.71309962,7.4,13.638693802,84.288822486,15.6
20175,27.83430791,4.4029936474,4.4867813134,6.036834925,20.04025614,37.1,8.7,21.4,14.855138853,8,52.701579385,19.179308892,18,38,18.4,87893,23070,22.296055422,298.52669559,6,16.105610561,71.638187221,10.6
20177,16.239944412,3.6666428652,4.2369948345,7.0499967661,19.704595307,36.6,7.5,23,15.866735124,20,30.440778385,9.3676337103,55,59,13.3,105879,25763,21.906214986,443.66795519,7.1,12.960893855,82.879873464,13.3
20179,16.187707802,3.7358286899,4.2927875569,5.8823529412,19.915285479,23.9,8,26.4,19.553977026,2,nan,16.277864178,44,37,16.1,109654,28967,23.063973064,117.41682975,5.1,5.5895196507,66.253869969,16.7
20181,17.521936992,3.8538329797,4.3694646577,7.8358208955,20.065945647,39.8,5.5,31,17.919642288,0,23.0708035,8.1144565449,33,37,18.7,81913,25117,23.59230221,239.86765922,5.2,13.736263736,81.270067785,8.8
20183,17.154706269,3.8644120111,4.3538211622,4.7244094488,21.074532298,36.7,7.2,29,18.510950778,1,16.877637131,11.23986095,47,31,15.6,89200,21639,15.571428571,48.216007715,5.7,9.0361445783,82.791247782,16.4
20185,18.341049981,3.9195994429,4.4914262302,2.7777777778,20.564273264,33.8,7.6,22.1,18.897931558,1,35.419126328,14.059590317,40,39,19.3,94410,23293,19.876416066,199.48368927,6.2,9.1412742382,77.744360902,28.5
20187,19.945739489,3.8171381596,4.3254217868,7.960199005,18.175146726,34.4,8.2,27.8,17.824861625,2,27.34375,16.478696742,25,39,12.8,94567,18827,13.680781759,nan,5.5,10,72.428884026,15.5
20189,22.531000693,4.2886713558,4.4673024001,4.0618955513,20.968739323,39.6,8,26.8,17.448895121,0,27.397260274,16.594547815,19,43,13.7,100122,20229,11.232544019,87.851405622,5.9,13.010204082,75.595959596,16.6
20191,16.879558018,3.8366948529,4.3858694188,6.6486486486,20.598740966,41.9,7.4,31.4,18.14477972,7,24.627720504,10.195591096,36,46,14.8,101514,21746,16.804504663,201.53253311,6.7,11.425462459,81.913774974,42.3
20193,15.848088231,3.6252615064,4.2932474641,6.4267352185,18.734271072,34,7.6,24.2,19.227910635,5,19.591496457,9.9325768788,50,29,9.7,103214,21843,7.6357466063,234.05870445,5.1,12.73006135,81.568816169,8.2
20195,14.736040915,3.5358929004,4.2567712932,8.6956521739,18.974683021,33.9,8.6,30.3,19.91611504,2,22.181146026,9.802955665,37,22,14.6,102722,27031,16.18852459,204.11634632,4.1,2.8776978417,83.844708829,26.1
20197,13.992753163,3.2495950392,4.0455599163,5.1236749117,18.144231016,34,7.5,24.3,20.118247764,2,19.320453031,7.9487179487,50,48,9.2,97406,28470,16.158536585,156.49452269,7.1,7.6923076923,75.229902106,48.7
20199,14.786239433,3.4649909673,4.065279875,7.5342465753,17.693856637,25.6,5.6,24.1,18.820822202,0,nan,10.782608696,41,30,17.8,103167,29077,3.1784841076,0,5.2,6.7226890756,66.314398943,16.4
20201,16.679515571,3.7081342894,4.3718202391,8.1081081081,20.060242957,32.4,6.9,28.2,20.122579588,0,nan,12.063492063,53,35,12.7,91317,25328,11.607142857,71.923042345,6.9,6.4102564103,81.655225019,27.8
20203,17.240953084,3.4244159057,3.8464773653,8,17.787683717,35.8,5.6,26.1,19.345346062,2,nan,17.814009662,43,45,16.2,107571,30586,7.8504672897,278.29313544,5.4,7.3033707865,70.065481759,16.4
20205,18.901334757,4.2447120255,4.850090852,6.9482288828,23.455535848,41.1,7.3,34.5,18.024047568,3,30.793319415,10.220500596,43,36,17.4,86793,20137,27.865707434,236.73975537,8,13.935483871,79.438289101,16.1
20207,21.127431025,4.457716583,4.8995885468,5.3097345133,25.014479822,35.8,6.6,22.2,17.926265643,0,35.27607362,13.645876936,45,37,22.4,75641,15646,20.84548105,287.35632184,7.4,8.8524590164,78.179082017,24.6
20209,25.936811381,5.062238993,5.1064327626,8.7785033722,23.137606765,39.6,6.5,32.9,15.598492213,29,47.482053811,16.495955735,39,48,31,89194,20420,32.409996505,703.92372297,8.5,18.658916688,81.773209038,22.5
31000,13.794587091,3.2081459775,3.6471992525,7.1075296559,16.566099702,33.4,7.6,22.7,23.729783986,383,19.709937702,9.4483498454,48,50,11.5,114247,27044,20.985982071,285.72416493,5.7,12.629525457,81.98756066,18.8
31001,14.858373688,3.5171803206,3.8638928558,6.5794128051,17.306946395,37.3,7.4,26.8,23.108775667,7,23.858127073,9.015092958,52,61,12.9,103278,24017,19.873859367,230.58942447,6.3,11.650868878,82.776880852,14.8
31003,14.433598656,3.3864256453,3.9537654025,5.1194539249,18.206627405,34.4,7.7,22.4,23.36371906,1,10.590015129,10.712048444,48,33,15.9,91523,24024,18.175720993,97.847358121,5.9,10.545454545,76.526117055,18.9
31005,13.610978247,3.1931402849,3.6471050239,nan,16.40822102,32,4.4,22.2,23.084610648,nan,nan,12.983425414,44,39,19.8,74833,18727,19.327731092,0,4.4,14.285714286,62.303664921,36.2
31007,13.764698085,3.353967261,3.7410807772,nan,16.782991923,30.4,4.5,19.1,22.66380283,nan,nan,9.3693693694,24,33,18.9,88850,19571,12.883435583,nan,4.4,10,56.12244898,50
31009,12.870456066,3.1720889484,3.6676371884,nan,16.720457591,34.1,5,26.4,24.551522721,0,nan,13.019390582,31,38,28.2,70250,27714,5.7692307692,nan,4.6,8.6956521739,60.569105691,41
31011,13.852483975,3.1634624504,3.5318919435,7.1895424837,17.441885086,36.2,8.4,28.4,26.078555469,1,16.057091882,9.0841399851,56,32,12.1,105438,31534,4.8859934853,nan,6.1,9.4505494505,76.71957672,19.2
31013,15.178987973,3.5599711082,3.9335916377,7.8770413064,18.455248521,34.7,7.4,24.7,20.979892908,1,33.568904594,9.0519736081,32,40,13.7,99041,26102,22.906227631,220.68234983,4.2,9.1106290672,81.958970233,6.2
31015,14.254340241,3.4590525911,3.8492268566,nan,18.174974185,35.9,4.6,27.5,23.062808493,0,nan,12.240356083,41,33,21.9,92824,21068,7.1065989848,nan,5.1,7.7348066298,66.700715015,26.4
31017,16.637795276,3.9034487164,3.9352322032,6.4356435644,19.842637662,40.7,7.8,27.2,21.78931352,1,16.224188791,11.437758383,34,13,16.9,89162,19514,22,0,4.5,11.186440678,75.781769794,10.6
31019,13.774463171,3.2083615373,3.5979609946,7.1294166841,15.27650082,32.6,7.8,21.8,23.111179397,9,15.9039526,9.2612195662,48,63,10.1,111656,24250,22.396514161,193.34642769,6,12.760898283,83.396464646,14.2
31021,15.428781954,3.6509322705,3.9696810604,6.5539112051,19.164007433,37.1,8.2,34,21.222933484,2,15.846538782,11.741803279,53,20,12.9,101078,24134,19.220246238,82.3723229,7.3,9.8786828423,82.915951973,33
31023,14.014582443,3.3008523501,3.8208007139,6.24024961,18.15397542,32.5,8.3,24,24.066126828,6,8.7767416347,7.7301587302,43,50,9.2,106143,27576,12.993161494,61.117222833,6.9,10.588235294,80.342086244,35.4
31025,12.836533921,3.2284935583,3.5170344897,7.1843634443,16.603741329,43.4,8.5,26.2,25.619585232,14,14.164305949,6.683087791,44,54,7.2,127067,34364,12.443802184,125.62074313,8,9.8534613441,85.834223783,47.3
31027,13.080805113,3.0285578969,3.3487555468,3.9215686275,15.680614869,37.8,8.4,24.2,24.763971302,1,10.83032491,9.6387370978,43,43,10.2,102836,28028,7.0964749536,40.704774089,6.3,6.9800569801,76.748878924,21.1
31029,14.214375569,3.3576953745,3.5510923846,5.5393586006,16.583655548,35.5,7.7,24.2,22.772373885,3,20.022246941,14.244650271,40,16,10.8,87690,26793,19.243986254,125.56504269,5,9.880239521,80.852183062,12.8
31031,15.308301662,3.5049580662,3.5192880403,6.5813528336,18.89303261,30,7,32,21.282173149,4,29.170464904,14.995523724,46,12,17.2,91288,26592,19.015151515,239.66446974,4.1,8.4905660377,64.713216958,15.2
31033,13.587315022,3.1903968698,3.722216673,8.6595492289,16.220896498,33.1,7.9,22.7,25.314376583,4,26.302478503,6.4257028112,30,40,12.8,95652,25132,20.70035461,290.19723575,4.8,8.4090909091,81.65027103,12.3
31035,15.967467859,3.6824598001,3.8170920638,7.0298769772,18.053415456,38.7,7.1,27.7,23.330448119,5,25.502318393,10.251688152,51,44,13.3,98154,24814,16.557591623,124.35233161,6.4,8.7954110899,78.156650912,32
31037,20.497414172,3.6463605381,3.5460630542,5.1148999259,17.657342459,37,8.4,26.3,20.580351505,6,43.419874664,16.424702059,47,42,11.4,98404,26193,17.110623629,nan,7,11.413043478,78.093457944,25.7
31039,14.590580443,3.3448226593,3.477193768,5.3367217281,16.269773709,39.2,8.7,25.3,25.110453088,2,12.6953125,11.427744829,54,27,10.4,103361,27300,15.985467757,22.12511754,7.1,9.1029023747,82.428539774,17
31041,14.626084328,3.2276439761,3.5275562607,7.2432432432,18.117806204,36.9,6.9,27.2,22.49469992,1,20.551144325,10.85569864,47,46,15,95269,24412,24.539396315,139.23051933,5.3,10.751565762,75,17.2
31043,20.787823599,3.4974310312,3.4023691807,6.1477045908,16.640141243,37.6,7.8,33,18.172697403,2,33.467202142,15.009148321,48,45,14,104789,27512,17.80962129,234.14634146,7.1,16.7003367,73.410631817,8.2
31045,12.814452431,3.1434093225,3.7263539454,6.1688311688,16.149657256,28.5,7.6,21.1,23.812229201,5,7.0546737213,10.499921642,36,41,18,87810,30041,24.550128535,143.65434554,3.6,17.440225035,71.083808688,14.5
31047,19.092695528,3.3042735207,3.5828898058,6.150583245,17.930118175,34.1,7.5,25.2,20.554138283,9,36.595744681,14.568233589,43,36,15.9,102290,25645,21.850578306,152.18478986,5.6,12.808988764,78.234847846,15.2
31049,15.271673872,3.439079781,3.8200526197,nan,18.646948671,30.8,7.4,27.5,23.089810909,0,nan,11.663066955,35,32,21.9,82292,24828,14.206128134,0,4.8,7.7844311377,80.743243243,28
31051,14.440990178,3.1988924391,3.4604452387,4.8964218456,16.837330717,35.4,7.6,32.2,23.8805198,0,21.183345508,10.149120855,44,43,10.8,95784,24976,9.6005606167,27.731558514,6.7,9.978308026,80.513176144,37.3
31053,15.898390882,3.7062582237,4.1324318928,7.0986745214,18.563141705,34.7,7.5,29.3,22.699667496,9,25.480769231,10.158210204,51,64,11.2,96977,25351,21.323108619,196.75894297,7.6,10.039761431,82.626273815,23.7
31055,15.214348194,3.4704176191,3.9128164568,8.0222559433,17.567168098,31.3,8.1,21,24.264965135,87,22.319430156,10.444150319,52,62,12,125025,27633,25.00122322,486.48732443,8.1,15.176189808,82.481383402,17.4
31057,17.828766493,3.9573916114,4.0371788984,8.1481481481,20.026105214,34.9,7.7,30.4,21.201725802,1,29.126213592,19.195751138,36,11,18.2,77147,19591,11.258278146,nan,5,7.4285714286,87.555555556,18
31059,13.864410842,3.3402678816,3.7513147529,3.6866359447,17.333785886,36.1,7.9,25.5,25.921998872,1,nan,7.8865111806,52,36,9.9,110060,25050,13.307618129,17.985611511,6.6,6.5439672802,82.838983051,20.8
31061,14.882618914,3.3687097118,3.7399076305,6.7264573991,18.453799075,35.5,6.8,30.8,22.572655528,0,nan,9.1503267974,38,22,20.2,84806,23258,16.817359855,33.400133601,5.7,8.0586080586,81.097560976,31.3
31063,13.49550281,3.1914569818,3.7373901704,6.043956044,17.030597825,38.9,5.5,29.6,23.521056857,1,nan,11.380798274,38,44,15.3,94833,24402,13.706563707,nan,5,8.9686098655,75.019577134,31
31065,15.378087834,3.5687077028,3.6832748021,6.4516129032,18.145747312,36.5,7.4,29,21.922831008,0,18.04368471,11.438375751,45,26,17.4,93200,22517,14.461247637,62.034739454,5.3,11.751152074,80.557977332,18.1
31067,14.300991563,3.504785,3.9430986537,7.1691176471,18.948117575,38.2,7.6,27.5,23.133677548,9,18.769303873,8.7261070877,48,34,13.7,102070,24749,13.925865247,436.78837848,7.3,8.0497028633,80.316198225,27.3
31069,13.88919699,3.2939260355,3.6349869766,nan,16.937229404,25.3,5.5,27.9,23.076183102,1,nan,12.472160356,31,20,24.1,79500,24865,16.8,nan,4.3,7.8212290503,67.636786962,25.3
31071,13.023067101,3.2044306878,3.5795033226,9.9236641221,16.47795489,30.2,8.3,28.1,23.846924749,1,nan,10.976478974,38,28,15.3,79786,24268,13.350125945,49.431537321,5.1,9.4972067039,76.0591133,12.4
31073,11.467229417,2.799483968,3.272832176,12.987012987,15.14798084,25.9,6.9,20.9,25.523792199,0,nan,7.2233267064,55,49,14,111485,29636,10.227272727,76.647930506,5.3,5.0847457627,77.807486631,22.3
31075,15.171534542,3.5122683346,3.7709205555,nan,18.228284904,32.2,3.8,36.5,22.429342534,0,nan,8.932038835,38,37,15.8,81571,21556,3.0487804878,nan,4.1,14.181818182,55.747126437,29.4
31077,13.316305797,3.2930120568,3.8065696382,9.793814433,16.988855251,40.3,5,33,22.749085959,nan,nan,13.956170704,47,33,18.6,93071,22912,8.3928571429,nan,5.6,9.3596059113,73.602751505,19.5
31079,17.163945117,3.542344832,3.8475631078,7.1332836932,16.177583025,37.3,7.4,27.5,21.041710028,8,37.727666956,12.131988573,51,57,13.6,103424,25058,29.19594997,288.29412479,5.4,15.625684856,81.908804425,12.9
31081,11.747369347,2.7380329551,3.5053378863,5.0734312417,15.846240214,32.5,8.7,24.3,23.812341076,1,8.5740072202,7.201729496,49,54,7.5,115554,32225,12.454044118,202.05329838,6.5,6.9892473118,78.329853862,25
31083,14.560421333,3.3305170013,3.789554725,8.5271317829,17.892118686,30,8.2,26.2,23.118115016,2,21.489971347,10.539018504,41,27,14.9,98500,22850,11.393939394,nan,5.5,6.6037735849,80.490797546,22.6
31085,16.906996225,3.7159668403,3.9240477997,nan,19.186441624,28,5.3,25.6,22.022349136,1,nan,20.060331825,48,54,19.9,88875,24000,6.8421052632,323.97408207,5,10.588235294,73.460721868,25.4
31087,15.682007138,3.5567483836,4.0168098523,7.1794871795,18.424163013,39.2,4,31,21.720854495,2,nan,10.617760618,39,33,15.9,85773,22833,24.378881988,121.80267966,5,9.8039215686,77.467972871,21.8
31089,13.877161501,3.1840251554,3.4782773629,4.6012269939,16.518499609,33.6,7.8,27.6,22.416454427,1,16.714422159,10.700265924,43,12,14.7,98057,26645,10.409072499,77.167936722,5.3,9.8468271335,76.725521669,13.3
31091,13.837766235,3.2595483559,3.7816889426,nan,17.010821417,27.2,6.9,22.1,22.807066485,nan,nan,9.6638655462,48,58,10.6,66063,27400,22.608695652,0,4.3,11.111111111,57.400722022,10.1
31093,13.136051341,3.1965664675,3.4279109686,6.678700361,17.22867529,39.4,8,28.8,24.000733624,2,nan,9.4655886413,52,29,11.7,98850,26289,15.325177077,nan,5.9,10.169491525,80.066747573,38.9
31095,15.601017483,3.5867052166,4.0323568028,6.6202090592,18.58317162,35.9,7.7,28.7,22.054439137,2,26.530612245,8.6281115478,39,20,13.5,78765,19013,13.363171355,779.98924153,6.9,7.250755287,80.455351863,20.6
31097,16.132645049,3.3997707325,3.7041707404,7.9310344828,19.153722754,34.2,7.7,31.1,24.388873244,2,21.44469526,9.6480201131,47,15,12.8,100827,24454,19.35483871,116.86793923,7.2,11.229946524,77.624045802,28
31099,13.48824118,3.1400052571,3.7177545787,6.8222621185,16.925844344,36,8.4,21.2,23.438485126,4,11.38952164,7.3605520414,49,40,9.6,106603,29506,6.9306930693,98.739176667,5.8,10.200364299,81.086760733,23.4
31101,14.655507721,3.5321212655,3.7737623451,9.7103918228,18.297151704,32.4,7.8,28.3,24.073685273,1,23.427041499,9.5589497168,40,44,17.8,96476,19538,27.032019704,105.74112086,4.9,9.3984962406,80.99626401,15.2
31103,13.281321522,3.2639095346,3.6313262497,nan,17.211035696,27,5.2,27.1,24.280471382,1,nan,14.981949458,43,22,24.1,97750,28063,18.090452261,0,4.5,8.9552238806,61.71875,28.1
31105,17.089655932,3.8308910845,4.0654750386,9.8181818182,19.800646098,39.6,8.1,30.9,21.825544682,0,21.406727829,11.509992598,29,14,16.5,91515,24089,24.839948784,218.10250818,4.7,9.3851132686,80.410654828,16.1
31107,14.315768434,3.2791200125,3.479255109,6.548431105,17.076954293,34.4,8.1,29.2,22.944399624,5,21.647307286,12.392344498,47,41,17.1,93105,25529,17.305801377,52.761167781,6.1,10.382513661,79.425259599,22.9
31109,12.534185478,3.1517682561,3.826856826,6.7643132869,16.430797767,29.8,8.2,17.3,25.44661255,30,14.323426507,8.0286018701,50,62,10.6,114731,27068,21.108478995,325.95538506,6.7,14.289847884,81.379825449,15.3
31111,14.311408096,3.3071715223,3.8216163488,7.370923913,18.428703297,40.5,7.6,26.4,22.97545804,8,23.684210526,7.7744828325,39,52,13.1,107307,25879,18.54440294,273.99175229,5.2,11.780366057,86.145206114,13.1
31113,13.640021999,3.3188217954,3.6898356259,nan,17.28647129,35.9,8.4,28.6,24.015565149,0,nan,10.880829016,57,35,8.3,92000,27140,3.125,nan,4.6,13.424657534,71.333333333,43.3
31115,13.128303477,3.2410763873,3.5768375303,nan,16.548182076,31,5.8,28.7,23.481022975,0,nan,10.643015521,44,30,27.4,96375,21750,13.978494624,nan,4.8,3.2653061224,59.223300971,33.3
31117,14.725792628,3.4749052591,3.8100844099,nan,17.980361827,21.1,5.6,30.6,22.857564432,nan,nan,10.991957105,63,52,26.4,86583,18643,9.8360655738,nan,4.5,7.3684210526,57.843137255,55.1
31119,15.53125937,3.454169717,3.7364338175,6.243063263,17.391650701,33,7.7,26.4,22.035361741,11,25.918191868,10.500208131,42,51,11.7,98234,22510,19.917723689,142.00107921,6.6,12.961011591,81.42920897,10
31121,14.237892616,3.3740704858,3.7996444867,5.6488549618,17.724277867,41.7,7.3,31.3,24.856341524,0,20.045819015,8.9928654389,48,35,14,101927,24557,14.853195164,64.416387529,6.4,7.3846153846,85.606258149,26.2
31123,16.534368902,3.6272614589,3.7642250931,8.864265928,17.882797374,36,6.8,30,21.917081986,1,24.141132776,13.86519945,35,39,18.6,89420,25793,17.01170117,58.602906704,4.5,9.6774193548,72.817281728,32.2
31125,14.562855381,3.5162672897,3.9214928695,6.1151079137,18.054815703,36.5,7,32.4,24.200605223,1,nan,8.9974293059,47,22,13,96613,21568,14.559386973,nan,6.1,7.7170418006,78.463329453,31.2
31127,13.852424236,3.4421546709,3.6445258309,5.6261343013,17.502067174,36,8.3,27.5,23.010478706,4,10.95890411,6.9790046656,40,56,12.1,105524,23030,21.418826739,99.002899371,7.3,10.301953819,80.288166769,17.3
31129,14.940481464,3.4731902326,3.9713980717,5.4313099042,18.229343696,35.3,7.2,31.3,22.103054009,0,17.456359102,9.7625329815,56,23,14.8,88236,20243,14.965986395,nan,6.2,4.7858942065,78.127853881,14.5
31131,14.617382693,3.3696021291,3.6074750963,6.4727272727,16.509719904,39.3,8.1,28.7,23.128300058,3,20.95459837,8.4806759506,45,34,10.5,110728,27164,15.782597335,74.985940136,7.6,10.791925466,80.074303406,35.6
31133,16.697382577,3.7260149942,4.0791396398,nan,19.415872691,35.2,7.7,27,21.885196812,1,nan,12.365010799,51,8,21,88833,20523,34.900542495,18.758206715,7.1,11.693548387,70.819397993,24.8
31135,12.413779912,2.8942745518,3.4573819666,9.2592592593,15.11875019,23.4,8.1,22.7,23.304707959,1,nan,11.912225705,43,47,12.1,118739,26463,5,34.234851078,5,8.8353413655,76.655052265,17.6
31137,13.369139332,3.2283192122,3.7292517137,5.5418719212,16.168955447,37.8,8.3,25.7,23.178963106,10,16.5,8.1207482993,47,51,13.2,104152,27004,10.538532962,97.097853059,5.7,9.0439276486,84.55196355,15.7
31139,12.576156975,3.122787024,3.5265220873,5.5379746835,16.530628315,31.8,7.2,27.5,23.619988266,0,13.116801999,8.2897033159,41,38,10.7,108554,27052,16.386083053,73.800738007,6.3,9.2127303183,79.220779221,25
31141,14.840122211,3.1168285528,3.4057003569,5.6586826347,14.929200072,35.7,8.4,21.3,22.856371555,9,23.524667294,11.069487292,55,59,11.5,105159,28670,17.602305476,102.25260973,7,11.596443757,80.484813084,8.6
31143,13.841181163,3.200829833,3.7427161937,3.0379746835,17.148144343,34.5,8.7,29,22.836935493,1,11.363636364,9.5720999258,53,60,8.1,109500,31533,12.677231026,9.6024582293,6.6,6.1274509804,81.825182903,30
31145,14.649038844,3.607624012,4.0536029683,6.3852813853,18.180269794,32.8,7.2,23.3,22.113709602,4,25.263157895,8.3744449926,42,53,13.8,95467,21904,18.966218966,96.418732782,5.2,10.434782609,86.201356658,13
31147,14.88616656,3.6899063417,3.9788199356,6.56,19.566524521,37.9,7.2,29.6,21.786400139,2,23.33117304,9.4562647754,36,39,15.7,89460,21335,26.278659612,37.364553494,7.4,8.5526315789,82.170751414,19.2
31149,13.323399761,3.239772293,3.7932791097,nan,16.917958011,38.4,7.8,32.8,23.06077329,0,nan,10.606060606,52,4,21.1,112100,29037,4.214559387,0,4.7,4.5801526718,77.718832891,13.6
31151,17.856528492,3.4102249997,3.906837316,7.4018126888,17.828044194,37.2,8,29.7,23.114768632,4,19.006889998,13.289567069,48,28,9.9,93197,24224,10.251341429,236.46416525,7.1,12.512315271,82.259462583,30.5
31153,10.340903651,2.8875525816,3.1164032026,6.5536466037,14.000413746,34.3,8.6,19.9,21.621260483,18,12.586266819,6.173938672,47,55,6.5,138499,39307,18.691925665,84.643599148,7.9,9.9451840251,87.014870118,21.9
